transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,dataset_source
T8228,U050,2021-04-16,Income,Investment,65727.0,Upi,Jaipur,,primary
T0324,U117,2023-02-04,Expense,Food,2184.0,Cash,Bangalore,,primary
T6047,U017,2021-09-23,Expense,Food,4797.0,Upi,Jaipur,,primary
T1333,U075,2021-04-16,Income,Freelance,72176.0,Upi,Delhi,,primary
T11752,U071,2022-08-06,Income,Others,12368.0,Upi,Unknown,,primary
T11435,U099,2024-09-27,Expense,Utilities,3573.0,Bank Transfer,Ahmedabad,,primary
T5725,U008,2021-04-16,Expense,Food,2799.0,Card,Unknown,,primary
T10256,U001,2023-02-16,Expense,Nan,8735.0,Upi,Pune,,primary
T2634_D1,U017,2021-04-16,Expense,Rent,2346.0,Cash,Unknown,,primary
T2921,U045,2021-04-16,Expense,Utilities,510.0,Upi,Chennai,,primary
T9225,U006,2021-04-16,Expense,Rent,5130.0,Cash,Mumbai,,primary
T13983,U116,2023-02-25,Expense,Rent,481.0,Cash,Unknown,,primary
T7853,U038,2021-04-16,Expense,Food,3915.0,Upi,Ahmedabad,,primary
T12722,U030,2021-04-16,Expense,Health,714.0,Card,Bangalore,,primary
T9300,U075,2021-06-17,Expense,Rent,5160.0,Cash,Jaipur,,primary
T9611,U092,2024-10-16,Expense,Entertainment,5589.0,Card,Bangalore,,primary
T8461,U069,2024-01-11,Expense,Health,7688.0,Cash,Hyderabad,,primary
T0121,U106,2024-07-15,Expense,Nan,6214.0,Bank Transfer,Unknown,,primary
T9001,U136,2022-01-08,Expense,Savings,7524.0,Bank Transfer,Pune,,primary
T2390,U125,2023-03-03,Income,Bonus,13881.0,Cash,Pune,,primary
T8625,U108,2021-04-16,Expense,Food,2325.0,Upi,Mumbai,,primary
T5796,U047,2021-04-16,Expense,Health,6273.0,Card,Chennai,,primary
T10931,U148,2021-04-16,Expense,Others,9888.0,Cash,Bangalore,,primary
T8540,U089,2023-08-26,Expense,Food,622.0,Upi,Lucknow,,primary
T3534,U079,2021-04-16,Expense,Rent,4394.0,Card,Kolkata,,primary
T6091,U041,2024-03-11,Expense,Health,4551.0,Bank Transfer,Hyderabad,,primary
T5132,U074,2021-04-16,Expense,Travel,6911.0,Card,Bangalore,,primary
T8138,U065,2021-02-01,Expense,Food,7782.0,Card,Kolkata,,primary
T5611,U074,2021-04-16,Expense,Rent,2325.0,Upi,Mumbai,,primary
T9756,U094,2021-04-16,Expense,Edu,1299.0,Upi,Unknown,,primary
T4469,U001,2021-04-16,Expense,Food,462.0,Upi,Mumbai,,primary
T4561,U071,2021-04-16,Expense,Entertainment,4549.0,Bank Transfer,Mumbai,,primary
T9800,U027,2021-04-16,Expense,Food,3249.0,Cash,Lucknow,,primary
T2149,U084,2021-04-16,Expense,Rent,34311.0,Nan,Mumbai,,primary
T4132,U001,2021-10-06,Expense,Utilities,5394.0,Upi,Unknown,,primary
T0190,U023,2021-04-16,Expense,Utilities,2325.0,Upi,Jaipur,,primary
T7576,U120,2021-04-16,Expense,Rent,16181.0,Cash,Kolkata,,primary
T12535,U035,2021-04-16,Expense,Food,4085.0,Cash,Pune,,primary
T13461,U043,2024-08-08,Income,Bonus,67139.0,Card,Jaipur,,primary
T9966,U121,2024-12-20,Expense,Food,1842.0,Card,Ahmedabad,,primary
T1270,U016,2021-04-16,Expense,Travel,1593.0,Cash,Unknown,,primary
T11632,U149,2021-04-16,Expense,Entertainment,8945.0,Upi,Lucknow,,primary
T12528,U016,2021-12-24,Expense,Entertainment,1466.0,Bank Transfer,Mumbai,,primary
T5069,U067,2021-04-16,Expense,Travel,140759.86999999106,Card,Pune,,primary
T1663_D1,U130,2021-04-16,Expense,Education,1435.0,Upi,Lucknow,,primary
T11972,U011,2021-04-16,Expense,Food,4747.0,Bank Transfer,Pune,,primary
T13186,U009,2021-04-16,Expense,Food,6657.0,Bank Transfer,Pune,,primary
T10302,U125,2021-04-16,Expense,Food,3422.0,Cash,Pune,,primary
T7986_D1,U117,2022-09-13,Income,Bonus,34776.0,Cash,Delhi,,primary
T5198,U061,2021-04-16,Expense,Health,7846.0,Card,Pune,,primary
T8485,U065,2021-04-16,Expense,Rent,5522.0,Upi,Pune,,primary
T11844,U002,2021-04-16,Expense,Rent,7154.0,Bank Transfer,Chennai,,primary
T10719,U045,2021-04-16,Expense,Food,4040.0,Card,Bangalore,,primary
T3542,U016,2021-04-16,Expense,Education,7083.0,Card,Hyderabad,,primary
T8982,U036,2024-09-02,Expense,Education,7191.0,Cash,Pune,,primary
T2085,U039,2021-04-16,Expense,Entertainment,448.0,Nan,Hyderabad,,primary
T13666,U040,2021-04-16,Expense,Entertainment,2153.0,Card,Kolkata,,primary
T3501,U069,2021-10-02,Expense,Food,8346.0,Bank Transfer,Chennai,,primary
T9693,U095,2021-04-16,Expense,Food,884.0,Bank Transfer,Mumbai,,primary
T13524,U011,2023-01-17,Income,Salary,67211.0,Bank Transfer,Mumbai,,primary
T0330,U149,2024-12-10,Expense,Rent,8350.0,Upi,Jaipur,,primary
T1824,U127,2021-04-16,Expense,Food,1785.0,Card,Ahmedabad,,primary
T8392,U042,2021-04-16,Expense,Rent,9651.0,Cash,Mumbai,,primary
T7943,U146,2021-04-16,Expense,Travel,5842.0,Upi,Bangalore,,primary
T4576,U047,2021-04-16,Income,Others,75005.0,Card,Hyderabad,,primary
T5264,U005,2022-07-30,Expense,Food,2059.0,Upi,Mumbai,,primary
T13312,U084,2021-04-16,Expense,Food,6861.0,Cash,Ahmedabad,,primary
T8571,U007,2021-04-16,Income,Investment,36756.0,Upi,Chennai,,primary
T12028,U069,2021-04-16,Expense,Rent,30109.0,Card,Bangalore,,primary
T9539,U083,2021-04-16,Expense,Education,1797.0,Bank Transfer,Lucknow,,primary
T10197,U100,2021-04-16,Income,Others,14217.0,Upi,Ahmedabad,,primary
T5866,U124,2023-03-04,Income,Salary,35286.0,Upi,Lucknow,,primary
T8539,U147,2023-11-26,Expense,Utilities,8504.0,Upi,Pune,,primary
T11694,U037,2021-04-16,Expense,Health,5091.0,Bank Transfer,Mumbai,,primary
T8707,U068,2022-10-03,Income,Investment,79950.0,Nan,Mumbai,,primary
T4413,U137,2021-04-16,Income,Bonus,46079.0,Card,Ahmedabad,,primary
T13149,U051,2023-10-27,Expense,Food,531.0,Cash,Hyderabad,,primary
T1328,U086,2021-04-16,Income,Freelance,136052.0,Card,Mumbai,,primary
T4130,U114,2021-04-16,Expense,Savings,3206.0,Upi,Ahmedabad,,primary
T11499_D1,U146,2024-07-07,Expense,Utilities,8074.0,Cash,Kolkata,,primary
T10300,U073,2021-06-04,Expense,Food,2325.0,Upi,Lucknow,,primary
T0643,U032,2022-03-24,Expense,Rent,6671.0,Upi,Delhi,,primary
T8741,U018,2021-04-16,Expense,Travel,3814.0,Upi,Jaipur,,primary
T11745,U012,2022-08-03,Income,Investment,20067.0,Upi,Bangalore,,primary
T7820,U063,2021-04-16,Expense,Food,922.0,Upi,Mumbai,,primary
T6706,U072,2021-04-16,Expense,Food,3987.0,Bank Transfer,Ahmedabad,,primary
T0679,U147,2021-04-16,Income,Investment,34315.0,Cash,Kolkata,,primary
T13954,U102,2021-09-12,Expense,Education,9904.0,Upi,Lucknow,,primary
T13700,U083,2021-04-16,Expense,Rent,23903.0,Upi,Hyderabad,,primary
T0136,U036,2023-05-17,Expense,Entertainment,2325.0,Cash,Ahmedabad,,primary
T7573,U052,2021-04-16,Expense,Health,5925.0,Card,Pune,,primary
T4802,U048,2021-04-16,Expense,Utilities,1349.0,Card,Ahmedabad,,primary
T12394,U091,2021-10-31,Income,Others,56416.0,Cash,Bangalore,,primary
T0986,U101,2021-04-16,Expense,Edu,5735.0,Card,Bangalore,,primary
T9325,U082,2021-04-16,Expense,Entertainment,6474.0,Upi,Hyderabad,,primary
T9552,U117,2024-05-11,Expense,Food,3950.0,Upi,Hyderabad,,primary
T10607,U054,2021-08-02,Income,Others,73779.0,Card,Jaipur,,primary
T0640,U005,2022-03-29,Expense,Food,9852.0,Cash,Hyderabad,,primary
T11482,U042,2021-04-16,Expense,Travel,8333.0,Bank Transfer,Mumbai,,primary
T1420,U023,2021-01-23,Expense,Travel,2273.0,Card,Unknown,,primary
T6057,U051,2024-11-20,Expense,Food,4396.0,Bank Transfer,Chennai,,primary
T11282,U072,2021-04-16,Income,Investment,28580.0,Card,Unknown,,primary
T12423,U086,2021-04-16,Expense,Rent,12189.0,Bank Transfer,Unknown,,primary
T11900,U055,2024-05-08,Income,Others,51523.0,Card,Hyderabad,,primary
T13900,U141,2024-07-24,Income,Investment,48916.0,Card,Pune,,primary
T1095_D1,U094,2023-05-28,Income,Freelance,76741.0,Nan,Ahmedabad,,primary
T5372,U028,2021-04-16,Expense,Food,2014.0,Card,Kolkata,,primary
T11427,U023,2021-04-16,Expense,Food,2325.0,Upi,Delhi,,primary
T8284,U027,2021-04-16,Expense,Travel,9242.0,Upi,Chennai,,primary
T2857,U036,2023-06-06,Income,Freelance,30782.0,Upi,Ahmedabad,,primary
T0523,U144,2021-04-16,Income,Freelance,39235.0,Cash,Jaipur,,primary
T10955,U056,2021-04-16,Income,Investment,12824.0,Cash,Chennai,,primary
T3445_D2,U102,2021-04-16,Expense,Food,9626.0,Cash,Chennai,,primary
T11622,U142,2021-04-16,Income,Bonus,55432.0,Card,Kolkata,,primary
T10619,U015,2021-04-16,Expense,Entertainment,278.0,Nan,Delhi,,primary
T1706,U128,2021-06-02,Expense,Nan,2325.0,Bank Transfer,Pune,,primary
T6496,U074,2023-11-26,Expense,Entertainment,3432.0,Card,Mumbai,,primary
T13438,U077,2021-04-16,Expense,Travel,4916.0,Cash,Jaipur,,primary
T8309,U018,2021-04-16,Expense,Utilities,2325.0,Upi,Ahmedabad,,primary
T9104_D1,U013,2021-04-16,Income,Nan,68832.0,Upi,Kolkata,,primary
T10207,U098,2021-04-16,Expense,Rent,7468.0,Nan,Hyderabad,,primary
T0351,U134,2021-06-24,Expense,Education,2864.0,Bank Transfer,Pune,,primary
T11126,U061,2021-04-16,Expense,Rent,22465.0,Bank Transfer,Bangalore,,primary
T12810,U036,2024-07-27,Expense,Food,4088.0,Card,Pune,,primary
T12054,U025,2021-12-19,Expense,Entertainment,9989.0,Card,Bangalore,,primary
T1374,U105,2023-05-06,Expense,Entertainment,254.0,Upi,Delhi,,primary
T6488,U107,2021-04-16,Income,Nan,56869.0,Card,Kolkata,,primary
T2326,U093,2021-02-04,Expense,Food,3103.0,Upi,Pune,,primary
T5244,U097,2021-04-16,Expense,Travel,4716.0,Cash,Bangalore,,primary
T1608,U095,2021-04-16,Expense,Utilities,9439.0,Upi,Pune,,primary
T9055,U134,2023-09-13,Expense,Travel,2325.0,Nan,Pune,,primary
T8083,U060,2021-04-16,Expense,Edu,7088.0,Upi,Pune,,primary
T12758,U059,2023-04-14,Income,Others,70116.0,Cash,Lucknow,,primary
T1764,U047,2021-04-16,Expense,Entertainment,6375.0,Bank Transfer,Mumbai,,primary
T9465,U088,2022-03-01,Expense,Rent,1476.0,Bank Transfer,Delhi,,primary
T9326,U051,2023-09-28,Income,Salary,61907.0,Upi,Lucknow,,primary
T2624,U125,2021-04-16,Expense,Utilities,9849.0,Upi,Delhi,,primary
T11290,U058,2023-08-08,Expense,Travel,2325.0,Cash,Unknown,,primary
T1849,U113,2021-04-16,Income,Others,56895.0,Upi,Kolkata,,primary
T6615,U101,2021-04-16,Expense,Rent,4297.0,Bank Transfer,Bangalore,,primary
T3843_D1,U134,2021-04-16,Expense,Rent,7900.0,Bank Transfer,Delhi,,primary
T12123,U078,2021-04-16,Expense,Entertainment,2118.0,Card,Delhi,,primary
T0558,U038,2021-04-16,Expense,Utilities,4822.0,Card,Delhi,,primary
T10918,U110,2022-01-28,Expense,Rent,40414.0,Nan,Jaipur,,primary
T0925,U109,2021-04-16,Expense,Rent,7943.0,Bank Transfer,Unknown,,primary
T11857,U090,2021-11-24,Expense,Rent,26342.0,Cash,Lucknow,,primary
T10964,U134,2022-03-16,Expense,Entertainment,854.0,Card,Pune,,primary
T10017,U098,2023-06-15,Expense,Entertainment,5086.0,Card,Kolkata,,primary
T13155,U126,2024-05-24,Expense,Food,917.0,Upi,Unknown,,primary
T8096,U108,2021-07-15,Expense,Food,3943.0,Upi,Jaipur,,primary
T12789,U021,2021-04-16,Expense,Food,4611.0,Upi,Jaipur,,primary
T11780,U057,2021-04-16,Expense,Rent,9002.0,Cash,Ahmedabad,,primary
T13958,U022,2021-03-31,Expense,Utilities,6149.0,Nan,Unknown,,primary
T11581,U141,2021-04-16,Expense,Food,306.0,Bank Transfer,Pune,,primary
T4311,U006,2024-01-08,Expense,Rent,35496.0,Bank Transfer,Hyderabad,,primary
T12113,U003,2021-04-16,Expense,Utilities,3178.0,Bank Transfer,Chennai,,primary
T9330,U110,2023-04-07,Expense,Education,418.0,Card,Mumbai,,primary
T13115,U025,2021-04-16,Expense,Utilities,140759.86999999106,Cash,Unknown,,primary
T6749,U116,2021-07-13,Expense,Travel,2325.0,Cash,Lucknow,,primary
T11232,U083,2021-06-17,Income,Nan,22907.0,Upi,Delhi,,primary
T10354,U015,2022-02-20,Expense,Travel,6926.0,Card,Delhi,,primary
T8212,U056,2021-04-16,Income,Freelance,29134.0,Nan,Hyderabad,,primary
T11386,U030,2024-05-28,Expense,Rent,41993.0,Cash,Ahmedabad,,primary
T4605,U011,2021-04-16,Expense,Health,8147.0,Upi,Kolkata,,primary
T13444,U140,2021-04-16,Expense,Food,3624.0,Upi,Kolkata,,primary
T2853,U137,2021-04-16,Income,Investment,21702.0,Bank Transfer,Delhi,,primary
T0775,U015,2021-12-09,Expense,Rent,42608.0,Cash,Lucknow,,primary
T8863,U066,2021-04-16,Income,Others,49272.0,Card,Unknown,,primary
T8614,U011,2023-04-09,Expense,Utilities,293.0,Cash,Chennai,,primary
T2145,U066,2021-04-16,Expense,Rent,19084.0,Bank Transfer,Lucknow,,primary
T10155,U103,2024-08-06,Expense,Entertainment,8781.0,Card,Bangalore,,primary
T10843,U110,2021-04-16,Expense,Utilities,4648.0,Bank Transfer,Ahmedabad,,primary
T9698,U086,2021-04-16,Expense,Food,1709.0,Upi,Kolkata,,primary
T4863_D1,U071,2024-02-27,Expense,Travel,4941.0,Nan,Delhi,,primary
T4355,U080,2023-05-23,Expense,Edu,8130.0,Upi,Lucknow,,primary
T1283,U033,2021-04-16,Expense,Utilities,6817.0,Card,Unknown,,primary
T6569,U039,2021-04-16,Expense,Utilities,3432.0,Cash,Unknown,,primary
T10618,U078,2022-08-19,Expense,Entertainment,2325.0,Bank Transfer,Mumbai,,primary
T8222,U048,2021-04-16,Expense,Entertainment,3549.0,Upi,Lucknow,,primary
T3898,U136,2021-04-16,Expense,Entertainment,3256.0,Bank Transfer,Bangalore,,primary
T7628,U103,2021-04-16,Expense,Food,1160.0,Nan,Lucknow,,primary
T8810,U096,2024-11-02,Expense,Travel,7285.0,Nan,Unknown,,primary
T5233,U037,2022-07-25,Expense,Rent,140759.86999999106,Bank Transfer,Hyderabad,,primary
T5595,U044,2021-04-16,Expense,Travel,2048.0,Upi,Chennai,,primary
T1056_D1,U106,2021-04-16,Expense,Food,6612.0,Cash,Mumbai,,primary
T12064,U115,2022-04-21,Expense,Education,4457.0,Cash,Unknown,,primary
T5392,U036,2021-04-16,Expense,Education,1014.0,Card,Bangalore,,primary
T1083,U093,2021-04-16,Expense,Rent,8927.0,Cash,Chennai,,primary
T3767,U022,2024-02-14,Expense,Food,2612.0,Bank Transfer,Bangalore,,primary
T11641,U017,2021-04-16,Expense,Travel,9877.0,Cash,Kolkata,,primary
T0422,U003,2021-04-16,Income,Investment,13404.0,Card,Lucknow,,primary
T8067,U135,2024-06-18,Expense,Rent,6653.0,Upi,Jaipur,,primary
T12138,U047,2021-04-16,Expense,Rent,552.0,Bank Transfer,Hyderabad,,primary
T13746,U133,2021-04-16,Expense,Food,4445.0,Bank Transfer,Ahmedabad,,primary
T12349,U108,2021-01-20,Expense,Food,4322.0,Nan,Jaipur,,primary
T0193,U003,2024-09-17,Expense,Education,1818.0,Cash,Chennai,,primary
T2720,U036,2023-07-25,Expense,Rent,5408.0,Bank Transfer,Mumbai,,primary
T3263,U133,2024-12-16,Expense,Utilities,5565.0,Upi,Delhi,,primary
T10708,U007,2024-12-26,Income,Bonus,140759.86999999106,Cash,Hyderabad,,primary
T6889,U094,2024-01-10,Expense,Education,3706.0,Upi,Jaipur,,primary
T5805,U148,2023-06-06,Expense,Entertainment,2340.0,Bank Transfer,Mumbai,,primary
T6759,U065,2023-04-25,Expense,Travel,7420.0,Card,Hyderabad,,primary
T1090,U131,2021-04-16,Expense,Entertainment,8139.0,Bank Transfer,Unknown,,primary
T1661,U006,2021-04-16,Expense,Rent,7428.0,Card,Lucknow,,primary
T5335_D1,U044,2021-12-11,Expense,Food,6618.0,Upi,Bangalore,,primary
T13113,U002,2021-04-16,Expense,Utilities,4096.0,Bank Transfer,Pune,,primary
T10437,U106,2021-04-16,Expense,Entertainment,830.0,Upi,Jaipur,,primary
T9370,U021,2021-04-16,Expense,Rent,2325.0,Card,Chennai,,primary
T0148,U007,2021-04-16,Expense,Rent,4942.0,Card,Chennai,,primary
T3979,U010,2024-09-01,Income,Freelance,11027.0,Bank Transfer,Lucknow,,primary
T2004,U129,2021-04-16,Expense,Utilities,9540.0,Card,Kolkata,,primary
T5768,U105,2024-10-31,Expense,Food,653.0,Nan,Delhi,,primary
T11448,U107,2021-04-16,Expense,Food,1337.0,Bank Transfer,Lucknow,,primary
T4608,U081,2021-04-16,Expense,Travel,7875.0,Upi,Mumbai,,primary
T12401,U035,2021-04-16,Income,Others,63317.0,Cash,Lucknow,,primary
T5122,U008,2023-04-11,Income,Investment,55241.0,Card,Ahmedabad,,primary
T13487,U050,2023-02-13,Expense,Travel,8213.0,Card,Mumbai,,primary
T3704,U008,2021-04-16,Expense,Health,7678.0,Cash,Bangalore,,primary
T11711,U025,2021-11-15,Expense,Travel,2325.0,Card,Ahmedabad,,primary
T6719_D1,U007,2021-04-16,Expense,Education,8273.0,Bank Transfer,Kolkata,,primary
T12968,U123,2021-04-16,Expense,Entertainment,7270.0,Upi,Jaipur,,primary
T5614,U064,2021-04-16,Expense,Rent,2325.0,Nan,Unknown,,primary
T6595,U006,2024-08-03,Income,Freelance,11115.0,Bank Transfer,Ahmedabad,,primary
T0272,U070,2021-04-16,Expense,Entertainment,412.0,Bank Transfer,Delhi,,primary
T9584,U074,2021-04-16,Expense,Entertainment,411.0,Cash,Chennai,,primary
T4750,U147,2021-05-10,Expense,Utilities,6185.0,Upi,Bangalore,,primary
T5696,U055,2021-04-16,Expense,Food,2325.0,Cash,Hyderabad,,primary
T6402,U117,2021-04-16,Expense,Utilities,9561.0,Upi,Mumbai,,primary
T12794,U032,2022-04-05,Expense,Entertainment,2325.0,Bank Transfer,Lucknow,,primary
T3675,U039,2021-04-16,Expense,Food,2325.0,Bank Transfer,Lucknow,,primary
T7897,U149,2022-09-29,Income,Investment,14916.0,Bank Transfer,Bangalore,,primary
T3925,U009,2021-04-16,Expense,Rent,2620.0,Card,Lucknow,,primary
T10914,U002,2021-04-16,Expense,Education,1941.0,Upi,Bangalore,,primary
T11118,U088,2021-04-16,Expense,Utilities,5234.0,Bank Transfer,Delhi,,primary
T3944,U043,2021-04-16,Expense,Travel,5329.0,Upi,Unknown,,primary
T10474,U054,2021-04-16,Expense,Health,4200.0,Upi,Unknown,,primary
T13472,U131,2022-07-04,Expense,Nan,642.0,Card,Pune,,primary
T0248_D1,U035,2021-04-16,Expense,Utilities,7152.0,Upi,Jaipur,,primary
T9123,U065,2024-08-13,Expense,Savings,8502.0,Upi,Pune,,primary
T8468,U053,2021-04-16,Expense,Food,4634.0,Bank Transfer,Delhi,,primary
T12027,U034,2021-04-16,Expense,Health,4962.0,Upi,Chennai,,primary
T10882,U039,2023-06-14,Expense,Travel,7202.0,Cash,Unknown,,primary
T4840,U089,2024-04-18,Expense,Education,1925.0,Card,Mumbai,,primary
T10907,U066,2023-09-24,Expense,Education,7795.0,Card,Chennai,,primary
T11616,U026,2021-04-16,Expense,Entertainment,7226.0,Card,Lucknow,,primary
T6554,U089,2021-04-16,Expense,Travel,140759.86999999106,Cash,Chennai,,primary
T4418,U069,2021-04-16,Income,Others,62480.0,Bank Transfer,Pune,,primary
T6937,U147,2021-04-16,Income,Others,30120.0,Cash,Kolkata,,primary
T6063,U148,2021-04-16,Income,Bonus,48707.0,Cash,Chennai,,primary
T11740,U083,2024-10-16,Expense,Food,730.0,Cash,Chennai,,primary
T10186,U056,2021-04-16,Expense,Food,1548.0,Card,Pune,,primary
T8425,U106,2021-04-16,Expense,Travel,2922.0,Card,Mumbai,,primary
T3956,U029,2021-04-16,Expense,Rent,8792.0,Cash,Hyderabad,,primary
T8478,U007,2021-04-16,Expense,Utilities,2397.0,Cash,Hyderabad,,primary
T9111,U007,2021-04-16,Income,Freelance,16226.0,Card,Lucknow,,primary
T4611,U140,2024-12-13,Expense,Food,4793.0,Bank Transfer,Ahmedabad,,primary
T7689,U001,2024-11-22,Expense,Rent,36001.0,Card,Kolkata,,primary
T13952,U063,2022-09-11,Income,Others,72599.0,Nan,Pune,,primary
T10169,U131,2022-07-31,Expense,Health,667.0,Cash,Mumbai,,primary
T0627,U087,2023-04-02,Income,Bonus,45305.0,Cash,Kolkata,,primary
T11483,U149,2022-08-06,Expense,Food,3512.0,Upi,Jaipur,,primary
T4658,U051,2021-04-16,Income,Investment,35407.0,Upi,Bangalore,,primary
T1695,U120,2021-04-16,Expense,Food,2528.0,Upi,Pune,,primary
T8090,U002,2021-04-16,Income,Freelance,72108.0,Upi,Pune,,primary
T1651,U115,2021-04-16,Expense,Rent,8904.0,Upi,Delhi,,primary
T5271,U132,2022-01-01,Expense,Food,2264.0,Bank Transfer,Lucknow,,primary
T12882,U106,2021-04-16,Expense,Food,4765.0,Upi,Lucknow,,primary
T1075,U131,2021-04-16,Expense,Travel,5484.0,Bank Transfer,Chennai,,primary
T3902,U077,2021-04-16,Expense,Education,9006.0,Upi,Pune,,primary
T8476,U145,2021-11-26,Expense,Entertainment,6351.0,Bank Transfer,Lucknow,,primary
T3184,U132,2022-08-15,Expense,Savings,7586.0,Bank Transfer,Ahmedabad,,primary
T5092,U026,2022-01-15,Expense,Rent,8643.0,Bank Transfer,Bangalore,,primary
T1976,U137,2021-04-16,Expense,Education,9650.0,Card,Pune,,primary
T9911,U049,2021-04-16,Expense,Entertainment,3376.0,Card,Ahmedabad,,primary
T12590_D1,U008,2021-04-16,Expense,Entertainment,6725.0,Card,Delhi,,primary
T4660,U024,2024-01-11,Income,Freelance,31389.0,Bank Transfer,Lucknow,,primary
T13783,U012,2021-04-16,Expense,Food,7652.0,Card,Unknown,,primary
T4059,U051,2021-04-16,Expense,Education,2644.0,Upi,Hyderabad,,primary
T3294,U017,2021-04-16,Expense,Rent,29624.0,Bank Transfer,Pune,,primary
T8150,U024,2021-04-16,Expense,Food,4008.0,Upi,Mumbai,,primary
T8421,U131,2021-04-16,Expense,Rent,20811.0,Card,Delhi,,primary
T1356,U034,2021-04-16,Expense,Food,2763.0,Upi,Jaipur,,primary
T10371,U027,2021-04-16,Expense,Food,4185.0,Card,Hyderabad,,primary
T6172,U002,2021-04-16,Expense,Rent,2325.0,Nan,Pune,,primary
T5968,U125,2021-04-16,Expense,Rent,7711.0,Upi,Jaipur,,primary
T2710,U034,2024-02-24,Expense,Rent,8461.0,Bank Transfer,Bangalore,,primary
T11223,U027,2022-06-04,Income,Others,24089.0,Upi,Chennai,,primary
T5379,U080,2021-04-16,Expense,Savings,4003.0,Bank Transfer,Delhi,,primary
T5801,U039,2021-08-04,Expense,Food,3973.0,Upi,Jaipur,,primary
T5962,U069,2023-10-15,Expense,Travel,6461.0,Card,Bangalore,,primary
T4071,U006,2021-08-21,Expense,Travel,9685.0,Cash,Mumbai,,primary
T6617,U017,2021-04-16,Expense,Entertainment,3389.0,Bank Transfer,Ahmedabad,,primary
T13608,U056,2023-02-26,Expense,Travel,6999.0,Cash,Lucknow,,primary
T2602,U043,2021-04-16,Income,Bonus,140759.86999999106,Card,Kolkata,,primary
T13880,U072,2021-04-16,Expense,Food,4518.0,Bank Transfer,Delhi,,primary
T7674,U141,2021-04-16,Expense,Entertainment,2090.0,Cash,Delhi,,primary
T9699,U084,2024-07-10,Expense,Travel,7288.0,Upi,Ahmedabad,,primary
T12204,U086,2021-04-16,Expense,Food,608.0,Upi,Mumbai,,primary
T2764_D1,U130,2023-10-01,Income,Investment,63860.0,Upi,Hyderabad,,primary
T11656,U050,2021-05-02,Expense,Food,3837.0,Bank Transfer,Lucknow,,primary
T2517,U097,2021-04-16,Expense,Travel,1420.0,Card,Unknown,,primary
T2915,U067,2021-04-16,Expense,Rent,42773.0,Bank Transfer,Bangalore,,primary
T3391,U023,2021-04-16,Expense,Savings,5064.0,Upi,Lucknow,,primary
T6507,U031,2023-06-04,Expense,Utilities,1831.0,Bank Transfer,Ahmedabad,,primary
T7170,U012,2021-04-16,Expense,Entertainment,588.0,Bank Transfer,Lucknow,,primary
T11577,U052,2021-04-16,Expense,Rent,32463.0,Upi,Unknown,,primary
T7708,U039,2021-04-16,Expense,Travel,9488.0,Cash,Unknown,,primary
T12069,U044,2021-03-18,Expense,Rent,7744.0,Bank Transfer,Chennai,,primary
T6405,U073,2021-08-24,Expense,Rent,1891.0,Card,Delhi,,primary
T5769_D1,U034,2021-04-16,Expense,Food,3939.0,Card,Lucknow,,primary
T2192,U101,2021-04-16,Expense,Health,5788.0,Card,Mumbai,,primary
T7472,U140,2024-06-13,Income,Salary,28677.0,Upi,Jaipur,,primary
T1399,U097,2021-04-16,Expense,Food,8352.0,Bank Transfer,Pune,,primary
T12285,U083,2023-06-01,Expense,Utilities,2242.0,Cash,Kolkata,,primary
T5918,U125,2022-12-09,Expense,Rent,8653.0,Cash,Pune,,primary
T11267,U117,2021-04-16,Expense,Health,9602.0,Cash,Pune,,primary
T10948,U148,2021-04-16,Expense,Health,7939.0,Bank Transfer,Lucknow,,primary
T0961,U101,2021-04-16,Expense,Travel,9482.0,Upi,Delhi,,primary
T1735,U017,2021-04-16,Expense,Travel,909.0,Card,Lucknow,,primary
T4437,U023,2021-04-16,Expense,Rent,1992.0,Cash,Jaipur,,primary
T6130,U035,2024-01-22,Income,Freelance,59543.0,Card,Bangalore,,primary
T1282,U093,2021-04-16,Expense,Education,140759.86999999106,Upi,Delhi,,primary
T0476,U112,2021-09-14,Expense,Food,423.0,Bank Transfer,Lucknow,,primary
T10845,U150,2021-04-16,Expense,Food,5579.0,Bank Transfer,Lucknow,,primary
T6582,U014,2023-05-05,Expense,Food,3714.0,Bank Transfer,Unknown,,primary
T12952,U011,2024-04-19,Expense,Edu,1588.0,Bank Transfer,Ahmedabad,,primary
T11489,U021,2021-04-16,Expense,Others,1538.0,Upi,Kolkata,,primary
T7704,U078,2024-12-19,Expense,Rent,4365.0,Cash,Unknown,,primary
T13757,U058,2021-04-16,Expense,Travel,5990.0,Bank Transfer,Hyderabad,,primary
T12203,U075,2021-04-16,Expense,Food,2381.0,Card,Unknown,,primary
T10650,U054,2021-04-16,Income,Bonus,33186.0,Card,Kolkata,,primary
T10365,U043,2022-11-15,Expense,Travel,5965.0,Card,Pune,,primary
T10954,U067,2021-04-16,Expense,Education,8228.0,Upi,Hyderabad,,primary
T5727,U042,2022-04-24,Expense,Health,6907.0,Upi,Mumbai,,primary
T13007,U026,2021-04-16,Expense,Others,767.0,Cash,Ahmedabad,,primary
T6121,U078,2021-12-20,Expense,Rent,9767.0,Cash,Lucknow,,primary
T12440,U136,2021-10-01,Expense,Entertainment,6960.0,Cash,Mumbai,,primary
