transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,dataset_source
T11268,U077,2023-11-04,0,67,731.0,55,1,,primary
T2288_D1,U052,2021-09-20,0,127,7451.0,42,1,,primary
T0375,U061,2021-04-16,1,11,10702.0,55,1,,primary
T7718_D1,U013,2021-04-16,1,113,24063.0,49,3,,primary
T11250,U009,2021-07-11,0,195,3209.0,55,0,,primary
T12316,U113,2022-11-02,0,175,6984.0,42,8,,primary
T2556,U075,2024-01-20,0,67,2062.0,55,7,,primary
T11642,U009,2021-05-05,0,67,5934.0,38,5,,primary
T3436,U135,2021-04-16,0,73,3444.0,55,3,,primary
T2385,U041,2021-04-16,0,195,4413.0,42,5,,primary
T9623,U138,2021-04-16,0,127,9946.0,18,3,,primary
T0504,U097,2021-04-16,0,24,1469.0,42,4,,primary
T0966,U121,2024-11-15,0,67,2832.0,38,9,,primary
T9718_D1,U001,2023-02-21,0,67,7959.0,42,3,,primary
T9490,U063,2021-04-16,1,77,36725.0,18,7,,primary
T11719,U007,2021-04-16,0,127,5721.0,42,2,,primary
T3750,U091,2021-04-16,0,127,2325.0,18,2,,primary
T1155,U118,2023-02-08,0,67,4300.0,18,3,,primary
T10629,U112,2021-04-16,0,151,2114.0,42,8,,primary
T6748,U099,2021-04-16,0,67,2680.0,18,6,,primary
T0126,U023,2021-04-16,0,127,11099.0,42,3,,primary
T5031,U090,2021-04-16,0,67,4174.0,55,8,,primary
T2287,U101,2024-09-17,0,67,9997.0,18,10,,primary
T5454,U019,2022-08-15,0,67,2325.0,18,1,,primary
T2488,U079,2021-04-16,1,11,2325.0,18,6,,primary
T8052,U058,2021-04-16,0,195,485.0,55,0,,primary
T0198,U008,2021-04-16,0,195,4386.0,38,7,,primary
T13577,U100,2023-06-09,0,175,4899.0,38,6,,primary
T7427_D1,U002,2022-12-21,0,42,5292.0,18,3,,primary
T12870,U044,2021-04-16,1,11,61203.0,38,2,,primary
T13009,U090,2021-04-16,0,127,33775.0,55,9,,primary
T10013,U123,2024-11-27,0,127,6060.0,18,9,,primary
T9827,U108,2022-06-06,0,67,5526.0,42,3,,primary
T0197,U070,2021-04-16,0,175,1060.0,18,1,,primary
T9666,U127,2021-04-16,0,24,1993.0,42,10,,primary
T6478,U135,2021-02-12,0,73,3427.0,42,3,,primary
T6162,U123,2021-07-17,1,69,31079.0,18,8,,primary
T1403,U068,2021-04-16,0,67,3696.0,18,2,,primary
T12019,U123,2021-04-16,0,42,399.0,42,6,,primary
T11437,U121,2021-04-16,0,73,4264.0,38,9,,primary
T6384,U132,2021-02-12,0,127,6147.0,38,0,,primary
T2150,U095,2024-09-25,0,73,2955.0,55,10,,primary
T1412,U103,2021-04-16,0,127,6090.0,42,6,,primary
T10751,U011,2021-04-16,0,42,3311.0,55,2,,primary
T11222,U099,2021-04-16,0,175,2325.0,55,8,,primary
T3094,U002,2021-04-16,0,113,9135.0,38,1,,primary
T10215,U065,2024-01-12,0,175,3962.0,55,10,,primary
T5512,U088,2021-04-16,0,195,8920.0,55,0,,primary
T6771,U120,2021-04-16,0,73,8533.0,55,4,,primary
T1754,U092,2021-04-16,0,195,6997.0,38,0,,primary
T11335,U081,2021-04-16,1,77,48319.0,55,0,,primary
T3984_D1,U042,2021-04-16,1,141,15480.0,18,4,,primary
T5544,U128,2023-11-08,0,127,35731.0,55,8,,primary
T3134,U128,2021-04-16,0,24,7182.0,18,0,,primary
T4856,U054,2021-04-16,0,67,3522.0,42,8,,primary
T0462,U134,2021-04-16,1,113,66289.0,55,4,,primary
T7385,U149,2021-04-16,0,73,2325.0,42,6,,primary
T8983,U053,2022-03-30,0,67,1064.0,42,6,,primary
T5004,U049,2024-03-09,0,42,2283.0,55,5,,primary
T7315,U030,2021-12-16,0,67,403.0,18,0,,primary
T10523,U019,2021-04-16,0,67,140759.86999999106,18,10,,primary
T10909,U132,2021-04-16,1,69,30879.0,55,0,,primary
T2875,U053,2021-04-16,1,141,19105.0,49,9,,primary
T12236,U008,2021-04-16,0,67,1915.0,42,9,,primary
T1358,U120,2021-04-16,1,113,24620.0,42,0,,primary
T2098,U093,2021-04-16,0,67,1208.0,42,5,,primary
T8575,U093,2021-04-16,0,127,2325.0,38,9,,primary
T10032,U025,2021-04-16,0,42,1132.0,42,9,,primary
T9186,U121,2021-04-16,0,175,4800.0,55,6,,primary
T1089,U074,2021-04-16,0,195,2179.0,42,6,,primary
T0689,U068,2021-11-25,0,67,5810.0,42,5,,primary
T10304,U015,2021-04-16,0,19,1019.0,38,1,,primary
T9884,U116,2021-04-16,0,127,7751.0,38,9,,primary
T3341,U111,2021-09-24,0,127,6171.0,38,6,,primary
T11508,U101,2023-01-05,0,175,7897.0,38,4,,primary
T8125_D1,U139,2021-04-16,0,78,2325.0,42,6,,primary
T2990,U047,2024-12-05,0,67,2069.0,18,2,,primary
T2179,U012,2021-01-12,1,69,30717.0,55,9,,primary
T9057,U017,2021-04-16,0,113,5963.0,18,7,,primary
T0937,U024,2021-04-16,0,67,9790.0,49,4,,primary
T4777,U043,2021-04-16,0,127,3829.0,42,5,,primary
T6979,U088,2021-04-16,0,127,20881.0,18,4,,primary
T2563,U097,2024-06-13,0,67,3988.0,18,4,,primary
T13008,U026,2021-04-16,0,24,8402.0,38,9,,primary
T10459,U115,2021-09-13,0,78,6801.0,55,5,,primary
T13785,U036,2021-04-16,0,67,2583.0,18,8,,primary
T2251,U073,2021-04-16,0,127,45362.0,38,0,,primary
T7209,U081,2021-04-16,1,77,64577.0,55,6,,primary
T7091,U015,2021-07-22,0,73,3409.0,42,6,,primary
T1741,U106,2021-04-16,0,24,9007.0,55,9,,primary
T4949_D1,U127,2022-06-26,0,73,3774.0,42,4,,primary
T3172,U010,2021-04-16,0,67,4448.0,42,3,,primary
T6307,U109,2021-04-16,1,69,40494.0,38,9,,primary
T4303,U129,2021-04-16,0,175,8159.0,42,0,,primary
T10276,U020,2021-04-16,0,67,835.0,42,4,,primary
T2683,U143,2021-04-16,0,175,4279.0,18,0,,primary
T5192,U150,2021-04-16,0,67,3982.0,18,0,,primary
T13234,U053,2024-12-30,0,42,2928.0,18,2,,primary
T2996,U018,2021-04-16,0,24,2936.0,18,0,,primary
T8323,U084,2021-04-16,0,127,39890.0,18,4,,primary
T12922_D1,U012,2021-04-16,0,42,2875.0,38,9,,primary
T6084,U130,2024-03-16,0,67,1537.0,55,5,,primary
T2686,U090,2021-04-16,1,113,17415.0,18,0,,primary
T2966,U132,2021-04-16,0,195,4783.0,38,0,,primary
T2011,U106,2021-04-16,0,67,7660.0,38,8,,primary
T2067,U141,2023-10-19,1,69,51876.0,49,9,,primary
T7711,U143,2021-04-16,0,78,3582.0,55,3,,primary
T3997,U014,2022-11-09,0,195,9262.0,55,10,,primary
T10039_D1,U131,2021-04-16,0,67,77.0,42,5,,primary
T3791,U146,2021-04-16,0,24,4995.0,42,2,,primary
T5806,U011,2022-03-22,0,67,1844.0,42,5,,primary
T1616,U079,2021-04-16,1,11,59787.0,55,7,,primary
T12230,U022,2021-08-16,0,113,539.0,55,6,,primary
T3373,U019,2021-04-16,0,195,3929.0,55,0,,primary
T3301,U144,2021-04-16,0,78,8458.0,42,2,,primary
T1633,U076,2021-04-16,0,67,2947.0,42,3,,primary
T5622,U124,2022-04-28,1,69,24178.0,42,7,,primary
T9085,U119,2021-04-16,0,67,9879.0,38,5,,primary
T8597,U067,2024-02-10,0,127,2217.0,55,2,,primary
T4615,U046,2023-05-16,1,113,30481.0,49,7,,primary
T3597,U057,2023-02-04,0,67,748.0,18,6,,primary
T7758,U068,2021-04-16,0,67,2518.0,18,10,,primary
T11170,U114,2021-04-16,0,67,589.0,55,3,,primary
T12962,U064,2023-08-29,0,175,2258.0,38,8,,primary
T4895,U119,2021-09-27,1,11,75302.0,18,1,,primary
T13581,U110,2024-06-21,0,195,1350.0,18,4,,primary
T8495,U144,2021-04-16,0,67,5718.0,38,8,,primary
T1408_D1,U099,2021-04-16,0,127,5721.0,49,3,,primary
T12718,U083,2023-12-06,0,175,8434.0,42,5,,primary
T2928,U132,2021-04-16,0,73,2959.0,38,1,,primary
T6306,U139,2021-04-16,0,127,5269.0,18,5,,primary
T8094,U059,2021-04-16,0,67,977.0,42,6,,primary
T8005,U084,2024-04-17,0,67,8284.0,49,0,,primary
T9604,U006,2021-04-16,0,67,1919.0,38,0,,primary
T10847,U047,2021-04-16,0,175,7924.0,38,1,,primary
T8174,U127,2021-04-16,0,67,3930.0,42,5,,primary
T11692,U054,2021-04-16,0,127,30286.0,38,2,,primary
T12728,U108,2021-04-16,0,67,3770.0,18,0,,primary
T9315,U018,2021-04-16,0,67,3752.0,42,8,,primary
T4793,U073,2021-06-21,0,175,7485.0,18,3,,primary
T12425,U114,2023-05-22,0,42,2325.0,42,7,,primary
T4371,U030,2021-04-16,0,67,4897.0,18,2,,primary
T7491,U132,2022-11-22,0,127,41374.0,55,6,,primary
T8058,U063,2022-02-27,0,67,8769.0,18,0,,primary
T7262,U098,2021-04-16,0,42,6215.0,18,0,,primary
T0160,U078,2021-04-16,0,151,4166.0,49,1,,primary
T5693,U100,2021-10-31,0,42,6669.0,38,10,,primary
T2637,U075,2022-03-29,0,67,2325.0,42,1,,primary
T11973,U118,2024-09-02,1,113,140759.86999999106,18,5,,primary
T4384,U086,2021-04-16,0,113,5322.0,18,0,,primary
T4657,U084,2021-04-16,0,195,5700.0,18,8,,primary
T5426,U034,2021-09-25,0,127,30053.0,38,0,,primary
T9957,U057,2021-04-16,0,127,2574.0,42,2,,primary
T8286,U129,2021-04-16,0,67,6547.0,18,10,,primary
T1525,U102,2021-04-16,0,42,4938.0,18,6,,primary
T6120,U103,2021-04-16,1,77,42634.0,49,8,,primary
T7015,U129,2021-04-16,0,175,2325.0,38,2,,primary
T1427,U041,2021-04-16,1,141,58957.0,55,6,,primary
T6168,U100,2021-04-16,0,67,1594.0,18,8,,primary
T5679,U102,2022-02-02,0,175,2325.0,38,4,,primary
T2984,U079,2022-04-25,0,67,2813.0,38,1,,primary
T6848,U135,2023-01-21,1,141,63548.0,38,4,,primary
T11541,U028,2024-06-19,0,19,9732.0,55,2,,primary
T9963,U149,2021-04-16,0,67,5199.0,42,3,,primary
T13896,U025,2021-04-16,0,67,6054.0,55,3,,primary
T5433,U033,2022-09-05,0,67,3579.0,18,2,,primary
T12656,U027,2021-04-16,0,127,15508.0,18,9,,primary
T6232,U033,2021-07-03,1,11,77408.0,18,8,,primary
T6932,U102,2021-04-16,0,127,16520.0,42,7,,primary
T8078,U081,2021-04-16,0,195,3351.0,38,5,,primary
T12280,U041,2021-04-16,0,175,6480.0,55,8,,primary
T8870,U101,2023-03-11,0,175,9715.0,55,5,,primary
T4081,U144,2021-06-01,0,127,4927.0,38,4,,primary
T8889_D1,U008,2021-04-16,0,67,6121.0,38,10,,primary
T12101,U076,2021-04-16,0,78,4786.0,55,6,,primary
T4005,U044,2024-09-01,0,127,15032.0,55,0,,primary
T5201,U136,2023-01-06,0,127,109.0,55,10,,primary
T0722_D1,U142,2022-07-31,1,141,76688.0,49,3,,primary
T1080_D1,U141,2021-04-16,0,113,8181.0,42,8,,primary
T4829,U104,2022-12-28,0,195,1281.0,55,8,,primary
T4000,U072,2021-04-16,0,67,3494.0,18,8,,primary
T8835,U101,2021-04-16,0,127,5590.0,55,10,,primary
T6003,U123,2021-04-16,0,127,8478.0,55,2,,primary
T2433_D1,U132,2021-04-16,0,73,4209.0,55,4,,primary
T13385,U134,2021-04-16,0,127,1070.0,38,1,,primary
T1854_D1,U065,2023-03-19,0,78,5703.0,55,3,,primary
T9892,U036,2024-05-26,1,11,48594.0,55,3,,primary
T0899,U136,2021-04-16,0,127,2325.0,38,0,,primary
T2195,U139,2021-04-16,1,11,106098.0,55,10,,primary
T10135,U086,2021-04-16,0,127,8884.0,42,6,,primary
T9953,U040,2021-04-16,1,113,42463.0,42,4,,primary
T13982,U075,2023-10-18,1,77,13975.0,55,6,,primary
T4534,U116,2021-04-16,1,69,48468.0,49,9,,primary
T10418,U049,2021-04-16,0,175,6073.0,18,2,,primary
T4029,U020,2021-04-16,1,113,140759.86999999106,38,2,,primary
T2368,U064,2021-10-24,0,67,2463.0,38,6,,primary
T2274,U004,2024-05-10,1,69,140759.86999999106,38,5,,primary
T13937_D1,U143,2021-04-16,0,195,396.0,42,3,,primary
T13481_D1,U056,2022-02-06,0,175,973.0,55,9,,primary
T4157,U023,2023-11-10,1,69,14729.0,55,7,,primary
T1010,U054,2021-02-08,0,67,6592.0,49,4,,primary
T0762,U131,2021-04-16,0,151,1329.0,42,8,,primary
T9742,U109,2021-04-16,1,141,32746.0,49,3,,primary
T3564,U034,2021-04-16,0,42,3990.0,18,7,,primary
T4958,U009,2022-09-24,0,73,5237.0,42,6,,primary
T1318,U119,2021-04-16,0,127,6178.0,38,6,,primary
T0789,U087,2021-04-16,0,67,6671.0,55,0,,primary
T6297,U095,2021-04-16,0,67,9191.0,18,6,,primary
T3146,U102,2022-04-01,1,69,140759.86999999106,18,10,,primary
T4421,U068,2021-04-16,0,127,5917.0,18,7,,primary
T2728_D1,U033,2021-04-16,0,127,4177.0,55,6,,primary
T11406_D1,U086,2021-04-16,0,175,8209.0,38,5,,primary
T11093,U011,2022-05-02,0,195,1587.0,38,0,,primary
T8230,U052,2024-07-21,0,175,5134.0,18,0,,primary
T1974,U077,2021-04-16,1,69,64953.0,42,4,,primary
T10658,U012,2021-04-16,1,77,53696.0,18,8,,primary
T2723,U063,2023-03-04,0,67,3607.0,49,1,,primary
T11030,U038,2021-04-16,0,113,3697.0,55,5,,primary
T1046,U104,2024-05-06,0,113,1690.0,18,6,,primary
T12619,U144,2024-03-11,0,67,2325.0,38,8,,primary
T7370,U048,2021-04-16,0,195,8607.0,18,5,,primary
T12279,U098,2021-11-17,0,24,5545.0,42,4,,primary
T7695,U055,2021-04-16,0,127,2325.0,38,10,,primary
T13176,U144,2021-04-16,0,175,8415.0,18,4,,primary
T1254,U117,2021-04-16,0,78,9573.0,42,1,,primary
T13726_D1,U096,2021-04-16,1,69,59788.0,18,4,,primary
T9935,U145,2021-04-16,0,67,2380.0,18,5,,primary
T9355,U096,2021-04-16,0,67,921.0,38,3,,primary
T0224,U146,2024-08-31,0,127,29663.0,55,7,,primary
T9388,U137,2024-05-06,1,113,34498.0,55,2,,primary
T12820,U044,2021-02-20,0,67,761.0,42,6,,primary
T3432,U119,2021-04-16,0,42,1042.0,55,10,,primary
T2681,U108,2021-04-16,0,67,3822.0,18,2,,primary
T10738,U030,2021-04-16,1,141,30607.0,38,5,,primary
T4403,U017,2021-04-16,0,67,907.0,38,6,,primary
T9468,U143,2023-11-13,1,77,140759.86999999106,42,10,,primary
T6287,U003,2022-10-14,0,195,2121.0,38,8,,primary
T4777_D1,U007,2021-04-16,0,78,641.0,49,9,,primary
T8137,U085,2021-04-16,0,175,2325.0,38,5,,primary
T3813,U042,2022-02-28,0,195,2553.0,18,2,,primary
T3521,U124,2021-04-16,1,11,58508.0,18,10,,primary
T0037,U135,2021-04-16,0,175,2325.0,55,5,,primary
T6096_D1,U125,2021-04-16,0,42,9594.0,18,7,,primary
T6944,U067,2021-04-16,0,67,2325.0,38,4,,primary
T8690,U015,2024-04-19,0,67,5990.0,18,6,,primary
T6173,U023,2021-04-16,0,67,3194.0,55,6,,primary
T4790,U096,2021-04-16,0,67,2142.0,38,8,,primary
T0607,U144,2021-04-16,0,175,6549.0,18,8,,primary
T10161,U049,2021-04-16,0,175,1798.0,38,6,,primary
T12738,U135,2021-04-16,0,73,3038.0,49,1,,primary
T2503,U059,2021-04-16,0,67,2325.0,42,6,,primary
T4713,U004,2021-04-16,0,175,6116.0,55,2,,primary
T6487,U137,2021-04-16,1,141,49388.0,55,4,,primary
T6060,U072,2022-11-24,0,67,5467.0,55,10,,primary
T9054,U099,2022-08-26,1,69,2325.0,42,8,,primary
T3797,U086,2024-12-27,0,67,894.0,55,8,,primary
T8277,U043,2021-04-16,0,195,723.0,42,0,,primary
T8549,U134,2021-04-16,0,78,7760.0,18,8,,primary
T4318,U049,2021-12-06,0,195,6437.0,38,7,,primary
T11228,U093,2021-04-16,1,113,12545.0,18,9,,primary
T9700,U075,2021-03-24,0,175,3210.0,38,7,,primary
T9748,U047,2021-04-16,1,141,68627.0,55,9,,primary
T1447,U081,2021-07-20,0,67,3972.0,18,2,,primary
T12430,U042,2021-04-16,0,73,7522.0,55,5,,primary
T2726,U052,2021-04-16,0,151,153.0,38,2,,primary
T7891,U090,2021-03-20,0,73,1383.0,18,10,,primary
T10600,U024,2021-11-28,0,195,5992.0,18,1,,primary
T5565,U020,2021-04-16,0,195,9464.0,42,1,,primary
T7432,U080,2021-04-16,0,175,9817.0,38,6,,primary
T12845,U136,2021-04-16,0,24,4444.0,38,3,,primary
T13672,U051,2021-04-16,0,151,8933.0,38,3,,primary
T2040,U033,2021-04-16,0,67,5655.0,55,6,,primary
T1950,U041,2021-02-07,0,127,5090.0,55,2,,primary
T6274,U029,2024-11-10,1,77,22362.0,38,3,,primary
T4297,U060,2021-04-16,1,141,79684.0,49,10,,primary
T12898,U146,2023-11-17,0,195,7612.0,42,0,,primary
T10900,U004,2021-04-16,0,24,3276.0,42,8,,primary
T7922,U012,2022-09-23,0,42,3512.0,18,1,,primary
T4708,U039,2021-09-17,0,195,8586.0,55,0,,primary
T6452,U088,2024-09-24,0,127,16713.0,42,2,,primary
T8144,U097,2023-09-30,0,42,6960.0,55,2,,primary
T9650,U131,2021-04-16,0,78,772.0,49,3,,primary
T4346,U078,2021-04-16,1,141,75971.0,55,3,,primary
T6623_D1,U119,2021-04-16,0,24,140759.86999999106,55,6,,primary
T11085,U091,2022-12-17,1,11,52172.0,18,6,,primary
T8894,U130,2021-04-16,0,175,1946.0,18,6,,primary
T7742,U102,2021-04-16,0,67,2504.0,38,3,,primary
T3815,U128,2021-04-16,0,175,5987.0,42,3,,primary
T10117,U033,2021-04-16,0,113,238.0,42,6,,primary
T3933,U003,2021-04-25,0,127,2325.0,42,0,,primary
T13130,U021,2021-04-16,0,127,2193.0,38,4,,primary
T1897,U147,2021-04-16,1,141,57318.0,55,10,,primary
T6689_D1,U052,2021-04-16,0,175,7249.0,42,0,,primary
T0781,U039,2024-03-09,1,78,44800.0,38,1,,primary
T7476,U054,2021-04-16,0,78,1485.0,18,3,,primary
T4244,U066,2024-11-26,1,11,38244.0,18,3,,primary
T8567,U056,2021-04-16,0,24,6427.0,18,7,,primary
T0192_D1,U010,2024-08-04,0,67,211.0,42,1,,primary
T12894,U044,2021-04-16,0,42,8933.0,18,7,,primary
T6453,U054,2021-04-16,0,24,2109.0,18,3,,primary
T8285,U048,2021-04-16,0,127,4432.0,55,4,,primary
T2285,U074,2021-05-01,0,175,3599.0,42,7,,primary
T9988,U098,2024-11-02,0,24,3255.0,38,4,,primary
T6893,U145,2021-04-16,0,195,4499.0,18,2,,primary
T6328,U103,2024-09-30,0,195,9236.0,18,7,,primary
T1718_D1,U010,2021-04-16,0,127,12304.0,55,10,,primary
T5907,U026,2021-04-16,0,175,1582.0,42,3,,primary
T4316,U049,2024-12-15,0,127,1114.0,18,7,,primary
T12174,U147,2021-04-16,0,195,806.0,42,6,,primary
T5722,U062,2021-04-16,0,195,3803.0,38,1,,primary
T1470,U087,2024-10-25,0,78,6329.0,18,7,,primary
T9820,U078,2021-01-07,0,175,1528.0,55,8,,primary
T11980,U053,2021-04-16,0,175,9053.0,18,1,,primary
T7196,U121,2021-04-16,1,11,2325.0,38,3,,primary
T3139,U001,2021-04-16,0,67,920.0,18,4,,primary
T0089,U061,2021-02-23,0,24,1512.0,18,9,,primary
T9639,U089,2021-04-16,0,67,1168.0,55,3,,primary
T3589,U060,2021-04-16,0,73,355.0,18,9,,primary
T3288,U149,2023-10-17,1,113,18129.0,18,9,,primary
T11774,U127,2021-04-16,1,113,22805.0,55,1,,primary
T13325,U082,2021-04-16,1,69,140759.86999999106,55,6,,primary
T7235,U031,2021-04-16,1,141,63677.0,18,7,,primary
T2504,U064,2021-04-16,1,77,28100.0,18,1,,primary
T5450,U127,2021-04-16,0,73,4852.0,42,10,,primary
T4549,U127,2021-04-16,0,195,7897.0,18,5,,primary
T6675,U039,2021-04-16,0,195,9061.0,38,4,,primary
T12152,U078,2023-01-08,0,127,5240.0,42,3,,primary
T6103,U112,2021-04-16,0,42,895.0,42,0,,primary
T6445,U079,2021-04-16,0,67,2144.0,38,10,,primary
T4162,U127,2021-12-27,0,73,445.0,55,0,,primary
T7614,U132,2021-04-16,0,67,1777.0,49,6,,primary
T11212_D1,U010,2024-05-12,0,67,8293.0,18,3,,primary
T9451,U125,2023-11-13,0,195,3209.0,42,4,,primary
T11461_D1,U070,2022-04-24,0,175,3370.0,38,6,,primary
T5073,U142,2021-04-16,0,195,649.0,18,4,,primary
T0590,U144,2021-04-16,0,19,2152.0,38,6,,primary
T5740,U137,2024-05-28,1,141,75739.0,42,3,,primary
T6333,U079,2023-08-20,0,127,1404.0,38,0,,primary
T6033,U013,2021-04-16,0,127,7443.0,42,1,,primary
T12453,U083,2021-10-07,0,113,8170.0,38,10,,primary
T1905,U065,2021-04-16,0,175,2325.0,55,5,,primary
T11585,U143,2021-04-16,0,78,4490.0,38,9,,primary
T11479,U142,2021-04-16,0,127,2325.0,49,3,,primary
T12382,U146,2021-04-16,0,19,3047.0,49,9,,primary
T7017,U038,2021-04-16,1,141,13463.0,38,6,,primary
T2092,U028,2024-01-31,0,24,6798.0,42,2,,primary
T5243,U027,2024-04-15,0,127,9363.0,18,10,,primary
T1009,U022,2021-04-16,0,67,3387.0,38,6,,primary
T1913,U113,2022-10-24,1,113,25499.0,42,3,,primary
T10640,U031,2021-04-16,0,78,3990.0,18,4,,primary
T3599,U031,2021-04-16,1,113,2325.0,49,3,,primary
T3058,U004,2021-04-16,0,67,3460.0,55,4,,primary
T8291,U039,2022-09-06,0,195,7776.0,49,0,,primary
T8290,U071,2022-10-02,0,67,1220.0,38,2,,primary
T12002,U103,2021-04-16,0,42,745.0,38,8,,primary
T3102,U135,2021-02-07,0,195,936.0,55,10,,primary
T0545,U095,2021-04-16,1,77,140759.86999999106,55,1,,primary
T6809,U056,2021-04-16,0,67,738.0,42,3,,primary
T10142,U105,2021-04-16,0,19,9801.0,38,1,,primary
T7800,U023,2021-04-16,0,67,7517.0,55,8,,primary
T0573,U025,2021-04-16,0,175,5682.0,18,7,,primary
T3772,U056,2021-10-31,0,67,9998.0,55,10,,primary
T13463,U037,2021-04-16,0,175,2325.0,55,5,,primary
T9389,U059,2023-05-12,0,127,1304.0,55,0,,primary
T8708,U147,2021-04-16,0,67,7902.0,42,3,,primary
T0458,U021,2021-04-16,0,42,8835.0,18,7,,primary
T5932,U022,2022-10-25,0,127,2363.0,42,9,,primary
T9780,U012,2021-04-16,0,175,4430.0,55,5,,primary
T11347,U010,2023-10-30,0,67,555.0,18,1,,primary
T13203,U129,2021-04-16,0,127,45520.0,18,10,,primary
T3227,U026,2021-04-16,1,69,59368.0,42,10,,primary
T13326,U124,2021-04-16,0,67,4735.0,38,2,,primary
T9487,U016,2021-04-16,0,42,9895.0,18,2,,primary
T4841,U064,2023-11-30,0,175,9629.0,42,8,,primary
T11827,U147,2021-04-16,0,67,4868.0,18,5,,primary
T8740,U027,2023-06-17,0,42,9028.0,18,7,,primary
T10561,U138,2022-09-22,0,127,1413.0,18,9,,primary
T13052,U144,2021-04-16,1,113,23259.0,55,9,,primary
T7641,U003,2022-04-04,0,175,9508.0,18,6,,primary
T5239,U031,2024-07-02,0,175,9427.0,38,10,,primary
T9855,U067,2021-04-16,0,127,2325.0,55,6,,primary
T13578_D1,U022,2021-04-16,0,195,8195.0,55,2,,primary
T0912,U055,2021-04-16,0,175,9925.0,38,2,,primary
T3977,U068,2023-08-31,0,175,1532.0,18,8,,primary
T10394,U034,2021-04-16,0,19,4420.0,18,9,,primary
T9128,U138,2021-04-16,1,77,37464.0,38,8,,primary
T7059,U056,2021-04-16,0,175,9001.0,18,0,,primary
T10649,U129,2023-06-24,0,67,2719.0,18,1,,primary
T4555,U115,2021-04-16,0,67,2325.0,55,4,,primary
T9780_D1,U094,2021-04-16,0,127,8305.0,55,0,,primary
T8194,U052,2021-12-23,0,67,6694.0,18,3,,primary
T0145,U020,2021-04-16,0,78,2075.0,42,3,,primary
T3317,U068,2021-04-16,0,67,8904.0,38,0,,primary
T6326,U109,2021-04-16,0,78,7173.0,18,1,,primary
T8591,U067,2023-05-06,0,195,5205.0,38,10,,primary
T7300,U116,2021-01-23,0,67,1735.0,55,3,,primary
T7690,U138,2021-04-16,0,67,156.0,42,3,,primary
T4019,U037,2021-04-16,0,195,1334.0,42,9,,primary
T5088,U040,2021-05-04,0,195,3243.0,18,9,,primary
T3746,U052,2021-02-03,0,195,7023.0,18,2,,primary
T6903,U014,2021-04-16,0,127,9112.0,38,2,,primary
T4251,U025,2022-09-29,0,175,3560.0,55,8,,primary
T3995,U026,2021-04-16,0,67,8523.0,18,2,,primary
T9887,U006,2024-07-16,0,113,7394.0,55,7,,primary
T2255,U116,2022-10-30,0,67,1824.0,38,3,,primary
T0310,U048,2021-04-16,0,195,5398.0,42,8,,primary
T5822,U040,2021-04-16,0,175,3153.0,38,6,,primary
T10769,U115,2022-08-12,0,67,813.0,42,0,,primary
T8754,U115,2021-04-09,0,67,2686.0,38,3,,primary
T7013,U009,2021-04-16,0,42,7701.0,38,8,,primary
T1773,U131,2021-04-16,0,127,1008.0,18,7,,primary
T13494,U004,2022-05-15,0,67,5439.0,55,1,,primary
T10569,U117,2021-04-16,1,77,140759.86999999106,42,3,,primary
T10696,U144,2024-01-16,0,19,2031.0,38,6,,primary
T13051,U109,2021-04-16,0,127,27732.0,55,9,,primary
T6879,U071,2022-11-01,0,67,4623.0,55,5,,primary
T4431,U062,2022-04-17,0,67,776.0,38,8,,primary
T8340,U042,2021-04-16,1,113,12936.0,38,8,,primary
T4009,U031,2021-05-14,1,11,35215.0,38,1,,primary
T11865,U137,2021-04-16,0,67,2441.0,42,5,,primary
T5472,U115,2021-04-16,0,127,45642.0,55,2,,primary
T6337,U100,2021-04-16,0,127,10185.0,18,3,,primary
T13599,U075,2021-04-16,0,67,3144.0,55,7,,primary
T4386,U025,2021-04-16,0,195,5285.0,18,10,,primary
T4439_D1,U023,2021-04-16,0,127,1966.0,55,9,,primary
T3806,U021,2021-04-16,0,73,4998.0,49,1,,primary
T0263,U106,2021-04-16,0,175,9115.0,18,10,,primary
T10067,U105,2021-04-16,1,113,14299.0,18,8,,primary
T13745,U142,2021-08-22,0,195,7308.0,42,2,,primary
T5748,U003,2021-04-16,0,67,6010.0,49,7,,primary
T12763,U035,2023-08-12,1,69,10839.0,49,8,,primary
T13126,U133,2021-05-20,0,175,2325.0,55,6,,primary
T6027,U064,2023-01-25,0,127,4342.0,18,2,,primary
T5947,U127,2022-03-28,0,195,6565.0,42,10,,primary
T6483,U048,2021-04-16,0,195,6015.0,42,6,,primary
T2778,U065,2021-10-25,0,73,3653.0,42,2,,primary
T2493,U020,2021-04-16,0,127,5934.0,38,10,,primary
T10905,U050,2022-10-21,1,77,43572.0,18,9,,primary
T2567,U084,2021-04-16,0,42,4991.0,18,5,,primary
T2858,U002,2023-08-12,0,127,2325.0,42,1,,primary
T1776,U138,2021-02-03,0,113,4566.0,42,0,,primary
T7303,U139,2021-11-10,0,127,30096.0,38,5,,primary
T7150,U108,2021-04-16,1,113,60535.0,42,6,,primary
T4313,U129,2021-04-16,0,42,7725.0,38,9,,primary
T8576,U069,2021-04-16,0,73,5509.0,38,9,,primary
T7379,U054,2023-05-22,1,141,140759.86999999106,55,4,,primary
T0862_D1,U016,2021-04-16,0,175,116.0,42,9,,primary
